"Cori Gauff","Anna Kalinskaya",RH,RH,0,0,0,0,0,0,2024-02-22,Dubai,1,1,99,5,1,99,2,99,2,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html,1st serve to body
"Anna Kalinskaya","Cori Gauff",RH,RH,0,0,0,0,0,0,2024-02-22,Dubai,3,1,22,2,2,1,2,99,2,7,7,1,1,99,5,1,99,2,99,2,7,7,99,99,99,99,99,99,99,99,99,99,99,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html, backhand return down the middle (shallow)
"Cori Gauff","Anna Kalinskaya",RH,RH,0,0,0,0,0,0,2024-02-22,Dubai,4,2,1,2,2,99,2,99,2,7,7,3,1,22,2,2,1,2,99,2,7,7,1,1,99,5,1,99,2,99,2,7,7,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html, forehand down the middle
"Anna Kalinskaya","Cori Gauff",RH,RH,0,0,0,0,0,0,2024-02-22,Dubai,4,2,22,7,3,99,2,99,1,7,7,4,2,1,2,2,99,2,99,2,7,7,3,1,22,2,2,1,2,99,2,7,7,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html, backhand approach shot crosscourt
"Cori Gauff","Anna Kalinskaya",RH,RH,0,0,0,0,0,0,2024-02-22,Dubai,4,3,24,2,2,99,2,99,2,3,99,4,2,22,7,3,99,2,99,1,7,7,4,2,1,2,2,99,2,99,2,7,7,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html, backhand slice down the middle,  forced error
"Cori Gauff","Anna Kalinskaya",RH,RH,0,1,0,0,0,0,2024-02-22,Dubai,1,3,99,5,3,99,2,99,2,7,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html,1st serve to body
"Anna Kalinskaya","Cori Gauff",RH,RH,1,0,0,0,0,0,2024-02-22,Dubai,3,3,22,7,3,2,2,99,2,7,7,1,3,99,5,3,99,2,99,2,7,7,99,99,99,99,99,99,99,99,99,99,99,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html, backhand return crosscourt (deep)
"Cori Gauff","Anna Kalinskaya",RH,RH,0,1,0,0,0,0,2024-02-22,Dubai,4,3,22,7,3,99,2,99,2,7,7,3,3,22,7,3,2,2,99,2,7,7,1,3,99,5,3,99,2,99,2,7,7,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html, backhand crosscourt
"Anna Kalinskaya","Cori Gauff",RH,RH,1,0,0,0,0,0,2024-02-22,Dubai,4,3,24,7,3,99,2,99,2,3,99,4,3,22,7,3,99,2,99,2,7,7,3,3,22,7,3,2,2,99,2,7,7,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html, backhand slice crosscourt,  forced error
"Cori Gauff","Anna Kalinskaya",RH,RH,1,1,0,0,0,0,2024-02-22,Dubai,1,1,99,6,2,99,2,99,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,/home/sports/hdd2/huangfy/charting/20240222-W-Dubai-QF-Cori_Gauff-Anna_Kalinskaya.html,1st serve down the T,  fault (net)
